year,from_country,to_country,points
2019,Georgia,Serbia,0
2019,Georgia,San Marino,10
2019,Georgia,Estonia,0
2019,Georgia,Greece,0
2019,Georgia,Spain,0
2019,Georgia,Israel,4
2019,Georgia,Belarus,0
2019,Georgia,Germany,0
2019,Georgia,United Kingdom,1
2021,Georgia,Italy,20
2021,Georgia,France,5
2021,Georgia,Switzerland,10
2021,Georgia,Iceland,7
2021,Georgia,Ukraine,13
2021,Georgia,Finland,0
2021,Georgia,Malta,1
2021,Georgia,Lithuania,13
2021,Georgia,Russia,4
2021,Georgia,Greece,12
2021,Georgia,Bulgaria,4
2021,Georgia,Portugal,8
2021,Georgia,Moldova,2
2021,Georgia,Sweden,0
2021,Georgia,Serbia,0
2021,Georgia,Cyprus,0
2021,Georgia,Israel,0
2021,Georgia,Norway,0
2021,Georgia,Belgium,0
2021,Georgia,Azerbaijan,8
2021,Georgia,Albania,0
2021,Georgia,San Marino,7
2021,Georgia,Netherlands,2
2021,Georgia,Spain,0
2021,Georgia,Germany,0
2021,Georgia,United Kingdom,0
2022,Georgia,Ukraine,18
2022,Georgia,United Kingdom,16
2022,Georgia,Spain,11
2022,Georgia,Sweden,8
2022,Georgia,Serbia,7
2022,Georgia,Italy,10
2022,Georgia,Moldova,8
2022,Georgia,Greece,4
2022,Georgia,Portugal,7
2022,Georgia,Norway,0
2022,Georgia,Netherlands,4
2022,Georgia,Poland,2
2022,Georgia,Estonia,0
2022,Georgia,Lithuania,5
2022,Georgia,Australia,0
2022,Georgia,Azerbaijan,3
2022,Georgia,Switzerland,0
2022,Georgia,Romania,0
2022,Georgia,Belgium,0
2022,Georgia,Armenia,10
2022,Georgia,Finland,2
2022,Georgia,Czech Republic,0
2022,Georgia,Iceland,0
2022,Georgia,France,1
2022,Georgia,Germany,0
2023,Georgia,Sweden,11
2023,Georgia,Finland,9
2023,Georgia,Israel,13
2023,Georgia,Italy,13
2023,Georgia,Norway,2
2023,Georgia,Ukraine,10
2023,Georgia,Belgium,12
2023,Georgia,Estonia,5
2023,Georgia,Australia,2
2023,Georgia,Czech Republic,0
2023,Georgia,Lithuania,10
2023,Georgia,Cyprus,3
2023,Georgia,Croatia,1
2023,Georgia,Armenia,22
2023,Georgia,Austria,0
2023,Georgia,France,0
2023,Georgia,Spain,0
2023,Georgia,Moldova,3
2023,Georgia,Poland,0
2023,Georgia,Switzerland,0
2023,Georgia,Slovenia,0
2023,Georgia,Albania,0
2023,Georgia,Portugal,0
2023,Georgia,Serbia,0
2023,Georgia,United Kingdom,0
2023,Georgia,Germany,0
2009,Greece,Norway,10
2009,Greece,Iceland,4
2009,Greece,Azerbaijan,8
2009,Greece,Turkey,3
2009,Greece,United Kingdom,12
2009,Greece,Estonia,5
2009,Greece,Greece,0
2009,Greece,France,6
2009,Greece,Bosnia and Herzegovina,0
2009,Greece,Armenia,0
2009,Greece,Russia,0
2009,Greece,Ukraine,0
2009,Greece,Denmark,0
2009,Greece,Moldova,0
2009,Greece,Portugal,0
2009,Greece,Israel,0
2009,Greece,Albania,7
2009,Greece,Croatia,2
2009,Greece,Romania,0
2009,Greece,Germany,0
2009,Greece,Sweden,0
2009,Greece,Malta,0
2009,Greece,Lithuania,0
2009,Greece,Spain,1
2009,Greece,Finland,0
2010,Greece,Germany,2
2010,Greece,Turkey,0
2010,Greece,Romania,4
2010,Greece,Denmark,0
2010,Greece,Azerbaijan,1
2010,Greece,Belgium,6
2010,Greece,Armenia,7
2010,Greece,Greece,0
2010,Greece,Georgia,5
2010,Greece,Ukraine,0
2010,Greece,Russia,0
2010,Greece,France,8
2010,Greece,Serbia,0
2010,Greece,Israel,0
2010,Greece,Spain,0
2010,Greece,Albania,10
2010,Greece,Bosnia and Herzegovina,0
2010,Greece,Portugal,0
2010,Greece,Iceland,3
2010,Greece,Norway,0
2010,Greece,Cyprus,12
2010,Greece,Moldova,0
2010,Greece,Republic of Ireland,0
2010,Greece,Belarus,0
2010,Greece,United Kingdom,0
2011,Greece,Azerbaijan,5
2011,Greece,Italy,10
2011,Greece,Sweden,6
2011,Greece,Ukraine,7
2011,Greece,Denmark,0
2011,Greece,Bosnia and Herzegovina,3
2011,Greece,Greece,0
2011,Greece,Republic of Ireland,0
2011,Greece,Georgia,8
2011,Greece,Germany,4
2011,Greece,United Kingdom,2
2011,Greece,Moldova,0
2011,Greece,Slovenia,0
2011,Greece,Serbia,0
2011,Greece,France,12
2011,Greece,Russia,1
2011,Greece,Romania,0
2011,Greece,Austria,0
2011,Greece,Lithuania,0
2011,Greece,Iceland,0
2011,Greece,Finland,0
2011,Greece,Hungary,0
2011,Greece,Spain,0
2011,Greece,Estonia,0
2011,Greece,Switzerland,0
2012,Greece,Sweden,6
2012,Greece,Russia,4
2012,Greece,Serbia,8
2012,Greece,Azerbaijan,5
2012,Greece,Albania,10
2012,Greece,Estonia,0
2012,Greece,Turkey,0
2012,Greece,Germany,0
2012,Greece,Italy,3
2012,Greece,Spain,0
2012,Greece,Moldova,2
2012,Greece,Romania,7
2012,Greece,North Macedonia,0
2012,Greece,Lithuania,0
2012,Greece,Ukraine,1
2012,Greece,Cyprus,12
2012,Greece,Greece,0
2012,Greece,Bosnia and Herzegovina,0
2012,Greece,Republic of Ireland,0
2012,Greece,Iceland,0
2012,Greece,Malta,0
2012,Greece,France,0
2012,Greece,Denmark,0
2012,Greece,Hungary,0
2012,Greece,United Kingdom,0
2012,Greece,Norway,0
2013,Greece,Denmark,7
2013,Greece,Azerbaijan,12
2013,Greece,Ukraine,8
2013,Greece,Norway,4
2013,Greece,Russia,0
2013,Greece,Greece,0
2013,Greece,Italy,6
2013,Greece,Malta,3
2013,Greece,Netherlands,0
2013,Greece,Hungary,2
2013,Greece,Moldova,0
2013,Greece,Belgium,0
2013,Greece,Romania,10
2013,Greece,Sweden,0
2013,Greece,Georgia,5
2013,Greece,Belarus,1
2013,Greece,Iceland,0
2013,Greece,Armenia,0
2013,Greece,United Kingdom,0
2013,Greece,Estonia,0
2013,Greece,Germany,0
2013,Greece,Lithuania,0
2013,Greece,France,0
2013,Greece,Finland,0
2013,Greece,Spain,0
2013,Greece,Republic of Ireland,0
2014,Greece,Austria,12
2014,Greece,Netherlands,8
2014,Greece,Sweden,2
2014,Greece,Armenia,7
2014,Greece,Hungary,6
2014,Greece,Ukraine,5
2014,Greece,Russia,10
2014,Greece,Norway,3
2014,Greece,Denmark,0
2014,Greece,Spain,0
2014,Greece,Finland,0
2014,Greece,Romania,0
2014,Greece,Switzerland,4
2014,Greece,Poland,1
2014,Greece,Iceland,0
2014,Greece,Belarus,0
2014,Greece,United Kingdom,0
2014,Greece,Germany,0
2014,Greece,Montenegro,0
2014,Greece,Greece,0
2014,Greece,Italy,0
2014,Greece,Azerbaijan,0
2014,Greece,Malta,0
2014,Greece,San Marino,0
2014,Greece,Slovenia,0
2014,Greece,France,0
2015,Greece,Sweden,4
2015,Greece,Russia,8
2015,Greece,Italy,12
2015,Greece,Belgium,7
2015,Greece,Australia,5
2015,Greece,Latvia,3
2015,Greece,Estonia,0
2015,Greece,Norway,0
2015,Greece,Israel,0
2015,Greece,Serbia,0
2015,Greece,Georgia,2
2015,Greece,Azerbaijan,0
2015,Greece,Montenegro,0
2015,Greece,Slovenia,0
2015,Greece,Romania,0
2015,Greece,Armenia,1
2015,Greece,Albania,6
2015,Greece,Lithuania,0
2015,Greece,Greece,0
2015,Greece,Hungary,0
2015,Greece,Spain,0
2015,Greece,Cyprus,10
2015,Greece,Poland,0
2015,Greece,United Kingdom,0
2015,Greece,France,0
2015,Greece,Austria,0
2015,Greece,Germany,0
2016,Greece,Ukraine,8
2016,Greece,Australia,12
2016,Greece,Russia,22
2016,Greece,Bulgaria,7
2016,Greece,Sweden,0
2016,Greece,France,10
2016,Greece,Armenia,18
2016,Greece,Poland,3
2016,Greece,Lithuania,0
2016,Greece,Belgium,0
2016,Greece,Netherlands,0
2016,Greece,Malta,4
2016,Greece,Austria,1
2016,Greece,Israel,0
2016,Greece,Latvia,0
2016,Greece,Italy,0
2016,Greece,Azerbaijan,1
2016,Greece,Serbia,0
2016,Greece,Hungary,5
2016,Greece,Georgia,5
2016,Greece,Cyprus,20
2016,Greece,Spain,0
2016,Greece,Croatia,0
2016,Greece,United Kingdom,0
2016,Greece,Czech Republic,0
2016,Greece,Germany,0
2017,Greece,Portugal,13
2017,Greece,Bulgaria,12
2017,Greece,Moldova,13
2017,Greece,Belgium,5
2017,Greece,Sweden,3
2017,Greece,Italy,11
2017,Greece,Romania,7
2017,Greece,Hungary,0
2017,Greece,Australia,0
2017,Greece,Norway,0
2017,Greece,Netherlands,0
2017,Greece,France,4
2017,Greece,Croatia,0
2017,Greece,Azerbaijan,10
2017,Greece,United Kingdom,1
2017,Greece,Austria,0
2017,Greece,Belarus,3
2017,Greece,Armenia,10
2017,Greece,Greece,0
2017,Greece,Denmark,0
2017,Greece,Cyprus,24
2017,Greece,Poland,0
2017,Greece,Israel,0
2017,Greece,Ukraine,0
2017,Greece,Germany,0
2017,Greece,Spain,0
2018,Greece,Israel,10
2018,Greece,Cyprus,24
2018,Greece,Austria,0
2018,Greece,Germany,2
2018,Greece,Italy,9
2018,Greece,Czech Republic,7
2018,Greece,Sweden,8
2018,Greece,Estonia,7
2018,Greece,Denmark,0
2018,Greece,Moldova,11
2018,Greece,Albania,17
2018,Greece,Lithuania,0
2018,Greece,France,5
2018,Greece,Bulgaria,5
2018,Greece,Norway,3
2018,Greece,Republic of Ireland,0
2018,Greece,Ukraine,0
2018,Greece,Netherlands,0
2018,Greece,Serbia,2
2018,Greece,Australia,0
2018,Greece,Hungary,6
2018,Greece,Slovenia,0
2018,Greece,Spain,0
2018,Greece,United Kingdom,0
2018,Greece,Finland,0
2018,Greece,Portugal,0
2019,Greece,Netherlands,6
2019,Greece,Italy,17
2019,Greece,Russia,18
2019,Greece,Switzerland,7
2019,Greece,Sweden,0
2019,Greece,Norway,0
2019,Greece,North Macedonia,1
2019,Greece,Azerbaijan,8
2019,Greece,Australia,5
2019,Greece,Iceland,2
2019,Greece,Czech Republic,0
2019,Greece,Denmark,0
2019,Greece,Cyprus,24
2019,Greece,Malta,5
2019,Greece,Slovenia,4
2019,Greece,France,1
2019,Greece,Albania,8
2019,Greece,Serbia,0
2019,Greece,San Marino,6
2019,Greece,Estonia,0
2019,Greece,Greece,0
2019,Greece,Spain,4
2019,Greece,Israel,0
2019,Greece,Belarus,0
2019,Greece,Germany,0
2019,Greece,United Kingdom,0
2021,Greece,Italy,14
2021,Greece,France,13
2021,Greece,Switzerland,4
2021,Greece,Iceland,0
2021,Greece,Ukraine,6
2021,Greece,Finland,6
2021,Greece,Malta,9
2021,Greece,Lithuania,0
2021,Greece,Russia,3
2021,Greece,Greece,0
2021,Greece,Bulgaria,8
2021,Greece,Portugal,0
2021,Greece,Moldova,10
2021,Greece,Sweden,0
2021,Greece,Serbia,0
2021,Greece,Cyprus,24
2021,Greece,Israel,0
2021,Greece,Norway,0
2021,Greece,Belgium,3
2021,Greece,Azerbaijan,2
2021,Greece,Albania,7
2021,Greece,San Marino,7
2021,Greece,Netherlands,0
2021,Greece,Spain,0
2021,Greece,Germany,0
2021,Greece,United Kingdom,0
2022,Greece,Ukraine,10
2022,Greece,United Kingdom,5
2022,Greece,Spain,17
2022,Greece,Sweden,4
2022,Greece,Serbia,8
2022,Greece,Italy,8
2022,Greece,Moldova,9
2022,Greece,Greece,0
2022,Greece,Portugal,3
2022,Greece,Norway,6
2022,Greece,Netherlands,4
2022,Greece,Poland,10
2022,Greece,Estonia,0
2022,Greece,Lithuania,0
2022,Greece,Australia,8
2022,Greece,Azerbaijan,12
2022,Greece,Switzerland,0
2022,Greece,Romania,9
2022,Greece,Belgium,0
2022,Greece,Armenia,0
2022,Greece,Finland,0
2022,Greece,Czech Republic,2
2022,Greece,Iceland,0
2022,Greece,France,1
2022,Greece,Germany,0
2023,Greece,Sweden,14
2023,Greece,Finland,10
2023,Greece,Israel,15
2023,Greece,Italy,5
2023,Greece,Norway,6
2023,Greece,Ukraine,0
2023,Greece,Belgium,12
2023,Greece,Estonia,0
2023,Greece,Australia,5
2023,Greece,Czech Republic,1
2023,Greece,Lithuania,0
2023,Greece,Cyprus,16
2023,Greece,Croatia,0
2023,Greece,Armenia,2
2023,Greece,Austria,7
2023,Greece,France,3
2023,Greece,Spain,0
2023,Greece,Moldova,0
2023,Greece,Poland,0
2023,Greece,Switzerland,2
2023,Greece,Slovenia,0
2023,Greece,Albania,7
2023,Greece,Portugal,10
2023,Greece,Serbia,1
2023,Greece,United Kingdom,0
2023,Greece,Germany,0
2009,Croatia,Norway,8
2009,Croatia,Iceland,2
2009,Croatia,Azerbaijan,10
2009,Croatia,Turkey,1
2009,Croatia,United Kingdom,4
2009,Croatia,Estonia,6
2009,Croatia,Greece,7
2009,Croatia,France,0
2009,Croatia,Bosnia and Herzegovina,12
2009,Croatia,Armenia,0
2009,Croatia,Russia,0
2009,Croatia,Ukraine,0
2009,Croatia,Denmark,0
2009,Croatia,Moldova,3
2009,Croatia,Portugal,0
2009,Croatia,Israel,0
2009,Croatia,Albania,5
2009,Croatia,Croatia,0
2009,Croatia,Romania,0
2009,Croatia,Germany,0
2009,Croatia,Sweden,0
2009,Croatia,Malta,0
2009,Croatia,Lithuania,0
2009,Croatia,Spain,0
2009,Croatia,Finland,0
2010,Croatia,Germany,6
2010,Croatia,Turkey,12
2010,Croatia,Romania,0
2010,Croatia,Denmark,2
2010,Croatia,Azerbaijan,0
2010,Croatia,Belgium,0
2010,Croatia,Armenia,0
2010,Croatia,Greece,0
2010,Croatia,Georgia,7
2010,Croatia,Ukraine,0
2010,Croatia,Russia,0
2010,Croatia,France,3
2010,Croatia,Serbia,8
2010,Croatia,Israel,0
2010,Croatia,Spain,0
2010,Croatia,Albania,5
2010,Croatia,Bosnia and Herzegovina,10
2010,Croatia,Portugal,0
2010,Croatia,Iceland,0
2010,Croatia,Norway,0
2010,Croatia,Cyprus,4
2010,Croatia,Moldova,0
2010,Croatia,Republic of Ireland,1
2010,Croatia,Belarus,0
2010,Croatia,United Kingdom,0
2011,Croatia,Azerbaijan,10
2011,Croatia,Italy,0
2011,Croatia,Sweden,4
2011,Croatia,Ukraine,5
2011,Croatia,Denmark,0
2011,Croatia,Bosnia and Herzegovina,7
2011,Croatia,Greece,0
2011,Croatia,Republic of Ireland,0
2011,Croatia,Georgia,0
2011,Croatia,Germany,1
2011,Croatia,United Kingdom,0
2011,Croatia,Moldova,0
2011,Croatia,Slovenia,12
2011,Croatia,Serbia,8
2011,Croatia,France,6
2011,Croatia,Russia,0
2011,Croatia,Romania,0
2011,Croatia,Austria,3
2011,Croatia,Lithuania,2
2011,Croatia,Iceland,0
2011,Croatia,Finland,0
2011,Croatia,Hungary,0
2011,Croatia,Spain,0
2011,Croatia,Estonia,0
2011,Croatia,Switzerland,0
2012,Croatia,Sweden,7
2012,Croatia,Russia,6
2012,Croatia,Serbia,12
2012,Croatia,Azerbaijan,0
2012,Croatia,Albania,5
2012,Croatia,Estonia,0
2012,Croatia,Turkey,0
2012,Croatia,Germany,4
2012,Croatia,Italy,2
2012,Croatia,Spain,0
2012,Croatia,Moldova,1
2012,Croatia,Romania,0
2012,Croatia,North Macedonia,8
2012,Croatia,Lithuania,0
2012,Croatia,Ukraine,0
2012,Croatia,Cyprus,0
2012,Croatia,Greece,0
2012,Croatia,Bosnia and Herzegovina,10
2012,Croatia,Republic of Ireland,3
2012,Croatia,Iceland,0
2012,Croatia,Malta,0
2012,Croatia,France,0
2012,Croatia,Denmark,0
2012,Croatia,Hungary,0
2012,Croatia,United Kingdom,0
2012,Croatia,Norway,0
2013,Croatia,Denmark,10
2013,Croatia,Azerbaijan,7
2013,Croatia,Ukraine,12
2013,Croatia,Norway,3
2013,Croatia,Russia,6
2013,Croatia,Greece,5
2013,Croatia,Italy,8
2013,Croatia,Malta,0
2013,Croatia,Netherlands,2
2013,Croatia,Hungary,4
2013,Croatia,Moldova,0
2013,Croatia,Belgium,0
2013,Croatia,Romania,0
2013,Croatia,Sweden,1
2013,Croatia,Georgia,0
2013,Croatia,Belarus,0
2013,Croatia,Iceland,0
2013,Croatia,Armenia,0
2013,Croatia,United Kingdom,0
2013,Croatia,Estonia,0
2013,Croatia,Germany,0
2013,Croatia,Lithuania,0
2013,Croatia,France,0
2013,Croatia,Finland,0
2013,Croatia,Spain,0
2013,Croatia,Republic of Ireland,0
2016,Croatia,Ukraine,10
2016,Croatia,Australia,17
2016,Croatia,Russia,14
2016,Croatia,Bulgaria,1
2016,Croatia,Sweden,7
2016,Croatia,France,10
2016,Croatia,Armenia,4
2016,Croatia,Poland,4
2016,Croatia,Lithuania,0
2016,Croatia,Belgium,0
2016,Croatia,Netherlands,0
2016,Croatia,Malta,0
2016,Croatia,Austria,6
2016,Croatia,Israel,7
2016,Croatia,Latvia,0
2016,Croatia,Italy,3
2016,Croatia,Azerbaijan,0
2016,Croatia,Serbia,14
2016,Croatia,Hungary,8
2016,Croatia,Georgia,0
2016,Croatia,Cyprus,1
2016,Croatia,Spain,0
2016,Croatia,Croatia,0
2016,Croatia,United Kingdom,0
2016,Croatia,Czech Republic,10
2016,Croatia,Germany,0
2017,Croatia,Portugal,17
2017,Croatia,Bulgaria,18
2017,Croatia,Moldova,4
2017,Croatia,Belgium,5
2017,Croatia,Sweden,6
2017,Croatia,Italy,7
2017,Croatia,Romania,6
2017,Croatia,Hungary,24
2017,Croatia,Australia,6
2017,Croatia,Norway,2
2017,Croatia,Netherlands,9
2017,Croatia,France,3
2017,Croatia,Croatia,0
2017,Croatia,Azerbaijan,0
2017,Croatia,United Kingdom,0
2017,Croatia,Austria,1
2017,Croatia,Belarus,5
2017,Croatia,Armenia,0
2017,Croatia,Greece,0
2017,Croatia,Denmark,3
2017,Croatia,Cyprus,0
2017,Croatia,Poland,0
2017,Croatia,Israel,0
2017,Croatia,Ukraine,0
2017,Croatia,Germany,0
2017,Croatia,Spain,0
2018,Croatia,Israel,16
2018,Croatia,Cyprus,8
2018,Croatia,Austria,0
2018,Croatia,Germany,3
2018,Croatia,Italy,10
2018,Croatia,Czech Republic,9
2018,Croatia,Sweden,0
2018,Croatia,Estonia,0
2018,Croatia,Denmark,2
2018,Croatia,Moldova,8
2018,Croatia,Albania,5
2018,Croatia,Lithuania,12
2018,Croatia,France,6
2018,Croatia,Bulgaria,8
2018,Croatia,Norway,5
2018,Croatia,Republic of Ireland,3
2018,Croatia,Ukraine,0
2018,Croatia,Netherlands,0
2018,Croatia,Serbia,12
2018,Croatia,Australia,0
2018,Croatia,Hungary,0
2018,Croatia,Slovenia,7
2018,Croatia,Spain,0
2018,Croatia,United Kingdom,2
2018,Croatia,Finland,0
2018,Croatia,Portugal,0
2019,Croatia,Netherlands,10
2019,Croatia,Italy,24
2019,Croatia,Russia,2
2019,Croatia,Switzerland,14
2019,Croatia,Sweden,5
2019,Croatia,Norway,5
2019,Croatia,North Macedonia,17
2019,Croatia,Azerbaijan,0
2019,Croatia,Australia,0
2019,Croatia,Iceland,3
2019,Croatia,Czech Republic,7
2019,Croatia,Denmark,0
2019,Croatia,Cyprus,0
2019,Croatia,Malta,0
2019,Croatia,Slovenia,10
2019,Croatia,France,3
2019,Croatia,Albania,1
2019,Croatia,Serbia,12
2019,Croatia,San Marino,2
2019,Croatia,Estonia,1
2019,Croatia,Greece,0
2019,Croatia,Spain,0
2019,Croatia,Israel,0
2019,Croatia,Belarus,0
2019,Croatia,Germany,0
2019,Croatia,United Kingdom,0
2021,Croatia,Italy,22
2021,Croatia,France,13
2021,Croatia,Switzerland,13
2021,Croatia,Iceland,14
2021,Croatia,Ukraine,8
2021,Croatia,Finland,6
2021,Croatia,Malta,3
2021,Croatia,Lithuania,2
2021,Croatia,Russia,7
2021,Croatia,Greece,0
2021,Croatia,Bulgaria,0
2021,Croatia,Portugal,1
2021,Croatia,Moldova,0
2021,Croatia,Sweden,0
2021,Croatia,Serbia,19
2021,Croatia,Cyprus,0
2021,Croatia,Israel,5
2021,Croatia,Norway,0
2021,Croatia,Belgium,0
2021,Croatia,Azerbaijan,2
2021,Croatia,Albania,1
2021,Croatia,San Marino,0
2021,Croatia,Netherlands,0
2021,Croatia,Spain,0
2021,Croatia,Germany,0
2021,Croatia,United Kingdom,0
2022,Croatia,Ukraine,18
2022,Croatia,United Kingdom,0
2022,Croatia,Spain,13
2022,Croatia,Sweden,9
2022,Croatia,Serbia,24
2022,Croatia,Italy,10
2022,Croatia,Moldova,8
2022,Croatia,Greece,3
2022,Croatia,Portugal,10
2022,Croatia,Norway,5
2022,Croatia,Netherlands,2
2022,Croatia,Poland,0
2022,Croatia,Estonia,2
2022,Croatia,Lithuania,10
2022,Croatia,Australia,0
2022,Croatia,Azerbaijan,0
2022,Croatia,Switzerland,1
2022,Croatia,Romania,0
2022,Croatia,Belgium,0
2022,Croatia,Armenia,0
2022,Croatia,Finland,0
2022,Croatia,Czech Republic,0
2022,Croatia,Iceland,0
2022,Croatia,France,1
2022,Croatia,Germany,0
2023,Croatia,Sweden,12
2023,Croatia,Finland,17
2023,Croatia,Israel,12
2023,Croatia,Italy,20
2023,Croatia,Norway,5
2023,Croatia,Ukraine,0
2023,Croatia,Belgium,0
2023,Croatia,Estonia,3
2023,Croatia,Australia,0
2023,Croatia,Czech Republic,3
2023,Croatia,Lithuania,0
2023,Croatia,Cyprus,0
2023,Croatia,Croatia,0
2023,Croatia,Armenia,0
2023,Croatia,Austria,0
2023,Croatia,France,0
2023,Croatia,Spain,6
2023,Croatia,Moldova,3
2023,Croatia,Poland,0
2023,Croatia,Switzerland,0
2023,Croatia,Slovenia,17
2023,Croatia,Albania,6
2023,Croatia,Portugal,1
2023,Croatia,Serbia,11
2023,Croatia,United Kingdom,0
2023,Croatia,Germany,0
2009,Hungary,Norway,12
2009,Hungary,Iceland,7
2009,Hungary,Azerbaijan,10
2009,Hungary,Turkey,5
2009,Hungary,United Kingdom,1
2009,Hungary,Estonia,6
2009,Hungary,Greece,4
2009,Hungary,France,0
2009,Hungary,Bosnia and Herzegovina,0
2009,Hungary,Armenia,0
2009,Hungary,Russia,0
2009,Hungary,Ukraine,8
2009,Hungary,Denmark,3
2009,Hungary,Moldova,0
2009,Hungary,Portugal,0
2009,Hungary,Israel,0
2009,Hungary,Albania,2
2009,Hungary,Croatia,0
2009,Hungary,Romania,0
2009,Hungary,Germany,0
2009,Hungary,Sweden,0
2009,Hungary,Malta,0
2009,Hungary,Lithuania,0
2009,Hungary,Spain,0
2009,Hungary,Finland,0
2011,Hungary,Azerbaijan,7
2011,Hungary,Italy,4
2011,Hungary,Sweden,10
2011,Hungary,Ukraine,0
2011,Hungary,Denmark,0
2011,Hungary,Bosnia and Herzegovina,0
2011,Hungary,Greece,8
2011,Hungary,Republic of Ireland,0
2011,Hungary,Georgia,5
2011,Hungary,Germany,0
2011,Hungary,United Kingdom,0
2011,Hungary,Moldova,0
2011,Hungary,Slovenia,6
2011,Hungary,Serbia,0
2011,Hungary,France,0
2011,Hungary,Russia,3
2011,Hungary,Romania,1
2011,Hungary,Austria,2
2011,Hungary,Lithuania,0
2011,Hungary,Iceland,12
2011,Hungary,Finland,0
2011,Hungary,Hungary,0
2011,Hungary,Spain,0
2011,Hungary,Estonia,0
2011,Hungary,Switzerland,0
2012,Hungary,Sweden,12
2012,Hungary,Russia,7
2012,Hungary,Serbia,4
2012,Hungary,Azerbaijan,0
2012,Hungary,Albania,8
2012,Hungary,Estonia,0
2012,Hungary,Turkey,3
2012,Hungary,Germany,10
2012,Hungary,Italy,5
2012,Hungary,Spain,1
2012,Hungary,Moldova,2
2012,Hungary,Romania,0
2012,Hungary,North Macedonia,0
2012,Hungary,Lithuania,0
2012,Hungary,Ukraine,0
2012,Hungary,Cyprus,0
2012,Hungary,Greece,0
2012,Hungary,Bosnia and Herzegovina,0
2012,Hungary,Republic of Ireland,0
2012,Hungary,Iceland,6
2012,Hungary,Malta,0
2012,Hungary,France,0
2012,Hungary,Denmark,0
2012,Hungary,Hungary,0
2012,Hungary,United Kingdom,0
2012,Hungary,Norway,0
2013,Hungary,Denmark,10
2013,Hungary,Azerbaijan,12
2013,Hungary,Ukraine,7
2013,Hungary,Norway,2
2013,Hungary,Russia,0
2013,Hungary,Greece,1
2013,Hungary,Italy,0
2013,Hungary,Malta,8
2013,Hungary,Netherlands,5
2013,Hungary,Hungary,0
2013,Hungary,Moldova,0
2013,Hungary,Belgium,4
2013,Hungary,Romania,0
2013,Hungary,Sweden,0
2013,Hungary,Georgia,0
2013,Hungary,Belarus,0
2013,Hungary,Iceland,6
2013,Hungary,Armenia,3
2013,Hungary,United Kingdom,0
2013,Hungary,Estonia,0
2013,Hungary,Germany,0
2013,Hungary,Lithuania,0
2013,Hungary,France,0
2013,Hungary,Finland,0
2013,Hungary,Spain,0
2013,Hungary,Republic of Ireland,0
2014,Hungary,Austria,10
2014,Hungary,Netherlands,12
2014,Hungary,Sweden,8
2014,Hungary,Armenia,7
2014,Hungary,Hungary,0
2014,Hungary,Ukraine,2
2014,Hungary,Russia,0
2014,Hungary,Norway,0
2014,Hungary,Denmark,0
2014,Hungary,Spain,0
2014,Hungary,Finland,6
2014,Hungary,Romania,0
2014,Hungary,Switzerland,1
2014,Hungary,Poland,3
2014,Hungary,Iceland,5
2014,Hungary,Belarus,0
2014,Hungary,United Kingdom,0
2014,Hungary,Germany,0
2014,Hungary,Montenegro,0
2014,Hungary,Greece,0
2014,Hungary,Italy,0
2014,Hungary,Azerbaijan,0
2014,Hungary,Malta,0
2014,Hungary,San Marino,4
2014,Hungary,Slovenia,0
2014,Hungary,France,0
2015,Hungary,Sweden,10
2015,Hungary,Russia,6
2015,Hungary,Italy,2
2015,Hungary,Belgium,12
2015,Hungary,Australia,8
2015,Hungary,Latvia,5
2015,Hungary,Estonia,7
2015,Hungary,Norway,4
2015,Hungary,Israel,0
2015,Hungary,Serbia,0
2015,Hungary,Georgia,3
2015,Hungary,Azerbaijan,0
2015,Hungary,Montenegro,0
2015,Hungary,Slovenia,0
2015,Hungary,Romania,1
2015,Hungary,Armenia,0
2015,Hungary,Albania,0
2015,Hungary,Lithuania,0
2015,Hungary,Greece,0
2015,Hungary,Hungary,0
2015,Hungary,Spain,0
2015,Hungary,Cyprus,0
2015,Hungary,Poland,0
2015,Hungary,United Kingdom,0
2015,Hungary,France,0
2015,Hungary,Austria,0
2015,Hungary,Germany,0
2016,Hungary,Ukraine,12
2016,Hungary,Australia,15
2016,Hungary,Russia,10
2016,Hungary,Bulgaria,4
2016,Hungary,Sweden,11
2016,Hungary,France,1
2016,Hungary,Armenia,1
2016,Hungary,Poland,8
2016,Hungary,Lithuania,3
2016,Hungary,Belgium,0
2016,Hungary,Netherlands,8
2016,Hungary,Malta,10
2016,Hungary,Austria,6
2016,Hungary,Israel,0
2016,Hungary,Latvia,8
2016,Hungary,Italy,0
2016,Hungary,Azerbaijan,7
2016,Hungary,Serbia,0
2016,Hungary,Hungary,0
2016,Hungary,Georgia,0
2016,Hungary,Cyprus,5
2016,Hungary,Spain,5
2016,Hungary,Croatia,0
2016,Hungary,United Kingdom,0
2016,Hungary,Czech Republic,2
2016,Hungary,Germany,0
2017,Hungary,Portugal,19
2017,Hungary,Bulgaria,22
2017,Hungary,Moldova,10
2017,Hungary,Belgium,8
2017,Hungary,Sweden,4
2017,Hungary,Italy,4
2017,Hungary,Romania,6
2017,Hungary,Hungary,0
2017,Hungary,Australia,7
2017,Hungary,Norway,6
2017,Hungary,Netherlands,8
2017,Hungary,France,1
2017,Hungary,Croatia,5
2017,Hungary,Azerbaijan,4
2017,Hungary,United Kingdom,3
2017,Hungary,Austria,0
2017,Hungary,Belarus,0
